,KCH,KCM,SKJS,XF,XS
2989,LITE300610,中国语言文学专业导论,"王瑶,王学强,孙启洲,许浩然,张勇,魏琛琳,孙飞鹏,丁丁",1.0,16.0
2990,MLMD191014,形势与政策,李家胜,2.0,32.0
2991,MATH294607,数学分析II-2,缑天祥,6.0,96.0
2992,LAWS404524,国际经济法学（英）,"王鹏,谷婀娜",2.0,32.0
2993,AUTO500627,人工智能的科学理解,周三平,1.0,16.0
2994,ECMT480619,电子商务物流管理,魏修建,2.0,32.0
2995,CLIM400948,皮肤性病学,"周艳,刘文丽,张子茜,张键,穆欣",1.5,32.0
2996,GERM440912,基础德语,何小超,6.0,96.0
2997,MLMD196614,马克思主义基本原理,李永胜,3.0,48.0
2998,PHMA405148,药物合成反应实验,"魏晓峰,黄渊",1.5,46.0
2999,POLI102514,形策2025春（专题二：全球治理体系变革）朱旭,朱旭,0.0,2.0
3000,CHEM500829,量子化学,岳岭,3.0,48.0
3001,ENPO420803,热力发电厂,"刘继平,陈伟雄,王桂芳,徐彤彤",3.0,58.0
3002,MATH545107,不确定数据分析,张红英,2.0,32.0
3003,NUCL421303,核信息获取与处理,"刘书焕,王鹏飞",1.5,32.0
3004,ENGL531712,文化批评：理论与实践,史鹏路,1.0,16.0
3005,MACH390901,工程制图,刘意,2.0,32.0
3006,BASM312540,生理学,"刘健,郭媛,罗肖,张莉,李宏宝",4.0,64.0
3007,INFT533005,工程与社会,宋云鹏,0.5,8.0
3008,FRAN541912,旅游法语,李文君,1.0,16.0
3009,EELC420905,模拟集成电路专题实验,齐欢欢,1.5,48.0
3010,NUCL421003,核电厂系统与动力设备,"章静,王明军,桂淼",2.5,40.0
3011,JZSJ300422,建筑模型制作3,吴志勇,0.5,16.0
3012,MAGT481308,最优化理论与算法I,叶海山,2.0,32.0
3013,ELEC423004,电气材料基础,"孟国栋,刘泳斌",2.0,32.0
3014,PSYL300144,医学心理学,"钱玉燕,王瑜萍",2.0,32.0
3015,MACH391201,工程图学,陶唐飞,3.0,52.0
3016,INDE401031,产品设计基础I,"PatriziaBolzan,杨延璞",2.0,48.0
3017,ENGL532812,国际交流演讲与辩论,楚建伟,2.0,32.0
3018,BIOL321413,细胞生物学实验H,"高美丽,姜曼",1.0,32.0
3019,BASM402148,病理学,"赵长安,崔刚,莫立平",3.5,56.0
3020,ARTS412010,景观植物学,杨眉,2.0,32.0
3021,EELC300227,数字逻辑电路实验Ⅱ,杨栋,1.0,32.0
3022,BASM312640,免疫学,"史霖,雷艳君,季延红,马运峰",2.5,50.0
3023,COMP543305,“数据结构与程序设计”专题实验,"刘美兰,刘源",1.0,32.0
3024,CHEM250309,医用有机化学实验,王丽娟,1.5,48.0
3025,ENGL101912,出国访学准备（钱学森学院）,牛莉,2.0,32.0
3026,BASM401148,分子生物学实验方法与技术,杨旭东,1.0,32.0
3027,BASM300548,病理学,"任淑婷,张海峰,赵长安,孙颖,孙瑞芳,莫立平,周党侠",7.5,153.0
3028,ENGL900912,英语读写实践-2：理解当代中国,赵葆珉,0.5,16.0
3029,BASM304348,医学微生物学,"王洪亮,刘成程,寻萌",3.0,56.0
3030,BIME512413,数据结构与算法,"许夏瑜,杨清振",2.0,40.0
3031,MATH200199,概率统计与随机过程（智）,"左炜亮,周三平",4.0,64.0
3032,FINA542219,金融工程案例分析,李岩,2.0,32.0
3033,INSM400132,MEMS技术及应用,"韩枫,卢德江",2.0,40.0
3034,CHEM251109,有机化学Ⅲ,高品,3.0,48.0
3035,MACH390901,工程制图,戚社苗,2.0,32.0
3036,ENPO341203,工程热力学Ⅰ,毕胜山,3.5,64.0
3037,POLI102114,形策2025春（专题十一： 两会精神：以人口高质量发展支撑中国式现代化 )武星星,武星星,0.0,2.0
3038,ENPO200203,热工基础Ⅰ,"刘向阳,程泽东",2.5,44.0
3039,ENGL446112,综合英语：哲学,赵葆珉,3.0,48.0
3040,MACH390801,机械制图,曾亮,3.0,48.0
3041,ENGL445812,英语视听说-2,张莉,2.0,32.0
3042,MLMD191014,形势与政策,李家胜,2.0,32.0
3043,CLIM403048,耳鼻咽喉科学,"邵渊,韩鹏,刘俊松",1.5,27.0
3044,LITE533910,辞赋与汉唐文化,刘祥,2.0,32.0
3045,CLIM301448,医患沟通与技巧,常捷,1.0,16.0
3046,MECH403406,固体力学,"刘咏泉,徐光魁",6.0,96.0
3047,PUBH400441,卫生微生物学,"薛晚利,孔利云",2.0,40.0
3048,LITE306821,综合医学汉语8,韩娇娇,4.0,64.0
3049,ENGL446412,英语写作-4,范晓晖,2.0,32.0
3050,SOCL404210,社会服务项目开发与评估,彭瑾,3.0,48.0
3051,BASM300848,病理生理学,"刘瑞,邓秀玲,王燕,刘进军,王新凤,冯洁",3.0,60.0
3052,CLIM406348,毕业考试,柏宏亮,0.0,0.0
3053,EARS503522,城市气象与极端灾害,"贝耐芳,张云伟,李瀚瑛,沙丽娟",2.0,40.0
3054,CLIM403248,急诊医学,"裴红红,古长维,彭卓,高彦霞,潘龙飞,张正良,党晓燕,王立明",1.0,28.0
3055,CLIM401848,医学影像学,"孙泓泓,晋瑞,戚威,陈欣,张晓娜,刘强,毛翠平,师莉芳,张秋娟,张月浪",3.0,72.0
3056,JAPN440812,综合日语,孙莉,4.0,60.0
3057,STOM402548,社区牙科学,"田剑刚,高江红,张斌,陈诚,张月",2.0,48.0
3058,MAGT420508,公司理财,陈军,2.0,32.0
3059,PHLS100914,医学伦理学,"魏琳,冯亮,宋彬",2.0,32.0
3060,MACH503101,柔性电子制造与应用（英）,陈小明,2.0,32.0
3061,LITE536110,音韵学,"丁丁,李明,马梅玉",2.0,32.0
3062,STOM405048,口腔解剖生理学,"董炜疆,孙慧玲,王文斯,郭瑜鑫",1.5,40.0
3063,ECND300451,中级宏观经济学Intermediate Macroeconomics,张一,4.0,64.0
3064,MLMD196614,马克思主义基本原理,赵琛,3.0,48.0
3065,MAGT480908,大数据管理方法与应用,刘佳鹏,2.0,32.0
3066,PHYS281509,大学物理II-1,刘丹东,4.0,64.0
3067,MATH442707,最优化方法,李辉,3.0,48.0
3068,CHEM451109,材料化学基础,于德梅,2.0,32.0
3069,BIOL511313,神经生物学与脑科学,李延海,2.0,32.0
3070,BIME900313,科研思维训练-1,"朱键,张建保,李剑君,宗瑜瑾,李菲,孙晓龙,王斯佳,何晓聪,钟徽,张四平",0.5,16.0
3071,INSM400504,测控电路,"丁晖,孔忻",2.0,40.0
3072,BIOL422613,生物创新综合实验-1,"孔宇,高美丽",2.0,64.0
3073,ELEC300227,电子技术基础,"符均,张育",5.0,96.0
3074,POLI102214,形策2025春（专题九：加快建设教育强国）张丹,张丹,0.0,2.0
3075,CHEM342409,有机化学实验-2,高品,2.5,80.0
3076,MAGT172308,系统工程,杨臻,2.0,32.0
3077,MILI100554,国防教育,"刘玉青,徐宇春,王志朋",2.0,32.0
3078,MATL401902,材料科学基础-1,刘宏,2.0,32.0
3079,EELC401127,半导体器件,张永,3.5,64.0
3080,NUCL420703,核反应堆物理分析,"郑友琦,王永平,杜夏楠",2.5,40.0
3081,MACH402901,机械工程测试技术,李博,2.5,48.0
3082,CHEM400129,高等分析化学,高瑞霞,2.0,32.0
3083,PHYS260309,大学物理III,任韧,4.0,64.0
3084,FORM400143,法医法学,"魏曙光,朱杰,朱永生,张洪波",2.5,48.0
3085,BASM312940,生物信息学,"韩蕾,陈艳炯,寻萌,杨娥,刘成程",1.5,32.0
3086,ENGL532112,二语习得,杨文纯,2.0,32.0
3087,ARCH363122,中国建筑史,"王佳,雷耀丽",2.5,40.0
3088,AUTO440405,系统建模与动力学分析,连峰,3.0,48.0
3089,POLI103314,形策2025春（专题十三：新一轮科技革命的趋势与影响)李婧,李婧,0.0,2.0
3090,MLMD402814,中共党史,"陆卫明,田建军,杜晓燕",3.0,48.0
3091,PHMA401948,天然药物化学,"郭增军,张卉,朱宇红,詹冠群,张海龙,张新新",3.0,48.0
3092,BASM312540,生理学,"张莉,霍福权,罗肖,孟凯,黄宁",4.0,64.0
3093,LAWS500924,法律方法,季雪亮,2.0,32.0
3094,MECH312006,基础力学实验-2,周律,0.5,16.0
3095,JZSJ900912,日语听说实践,YAZAKI MASAKAZU,1.0,32.0
3096,MLMD196614,马克思主义基本原理,景奎,3.0,48.0
3097,MLMD191014,形势与政策,李家胜,2.0,32.0
3098,MAGT420508,公司理财,王鲁平,2.0,32.0
3099,SOFT400427,嵌入式软件设计,史金钢,2.0,32.0
3100,MLMD100214,中国近现代史纲要,王书吟,2.0,32.0
3101,JZSJ400748,临床教学实习,马兴,16.0,0.0
3102,POLI102914,形策2025春（专题一：新一轮科技革命的趋势与影响）杨华,杨华,0.0,2.0
3103,COMP300205,程序设计基础,李锋,3.0,56.0
3104,COMP500527,人工智能安全与对抗,"沈超,蔺琛皓",2.0,32.0
3105,CHEM250309,医用有机化学实验,师仁义,1.5,48.0
3106,MLMD100214,中国近现代史纲要,何瑞,2.0,32.0
3107,COMP201427,数据库技术及应用,"刘虎军,代锦飞",2.0,36.0
3108,CENG321716,化工原理实验-1,张瑜,0.5,16.0
3109,FINA531519,金融风险管理,马草原,2.0,32.0
3110,MLMD100214,中国近现代史纲要,宋欢迎,2.0,32.0
3111,ELEC529204,工业计算机控制技术,"崔栋刚,甘永梅,迟晓红",3.0,56.0
3112,JZSJ900706,工程结构（实物）项目设计-1,李勇,0.5,16.0
3113,AUTO400627,脑信号处理实验,陈霸东,1.0,32.0
3114,ELEC423004,电气材料基础,杨柳青,2.0,32.0
3115,MLMD199314,习近平新时代中国特色社会主义思想概论,李晓利,3.0,48.0
3116,CLIM402048,口腔科学,"陈曦,陶洪,李大旭,孙俊毅,赵亮,李兴强,程百祥,吉玲玲,陈诚,程政,姚天华,李珏丹,杨利洒,崔敏,赵华翔,屈凌寒",1.5,32.0
3117,MATH547307,分析讨论班,陆亚明,2.0,32.0
3118,BIOL200913,生命科学基础I,"高琨,冯怡,丁岩,亓树艳,孙书洪",3.0,56.0
3119,ELEC329204,电工电子技术Ⅱ,王威望,2.0,32.0
3120,COMP000227,网络空间安全导论,"苏洲,刘怡良,王云涛,李鹏",2.0,32.0
3121,MATH201607,数学物理方程,刘庆芳,2.0,32.0
3122,ECND313119,微观经济学,"张妍,沈灏",4.0,64.0
3123,ARTS517410,书法美学,"杨晓萍,李娟",2.0,32.0
3124,ENGL203512,英语写作基础,杨亭,2.0,32.0
3125,INFT533005,工程与社会,张育,0.5,8.0
3126,POLI102114,形策2025春（专题十一： 两会精神：以人口高质量发展支撑中国式现代化 )武星星,武星星,0.0,2.0
3127,CIVL544422,桥梁工程,苏有华,2.0,40.0
3128,CLIM406348,毕业考试,张澍,0.0,0.0
3129,MECH311306,力学与空天工程概论,"刘马宝,谢勇,申胜平,许丁,左逢源,翟崇朴,徐光魁,雷蒋",1.0,16.0
3130,LITE305021,中级汉语写作2,杨莉莉,2.0,32.0
3131,JAPN443212,日语基础写作,KUGAWA MICHITAKE,2.0,32.0
3132,ARCH412622,建筑设计-2,许多,6.0,112.0
3133,MATL300201,工程材料基础,李博,2.0,32.0
3134,BIOL421713,生物信息学,"杨铁林,陈晓峰",3.0,64.0
3135,ELEC523904,电力系统自动化,李宇骏,2.0,32.0
3136,ENGL300447,护理专业英语,"张银萍,王婧,周凯娜",1.5,24.0
3137,MACH390901,工程制图,陶唐飞,2.0,32.0
3138,AUTO501227,智能信息融合,韩德强,2.0,32.0
3139,MLMD403914,马克思主义哲学原理,吴鹏,3.0,48.0
3140,ENGL445612,英语写作-2,彭凤玲,2.0,32.0
3141,INSM400232,误差理论与数据处理,刘懿莹,2.0,32.0
3142,JZSJ901948,外科生产实习Ⅰ,种铁,18.0,720.0
3143,ENPO341203,工程热力学Ⅰ,吴江涛,3.5,64.0
3144,LITE431210,中国现代文学史,张勇,3.0,48.0
3145,INFT300105,信号与系统Ⅰ,张渭乐,4.0,64.0
3146,POLI103214,形策2025春（专题三：当前我国社会思潮新趋势及其影响）伊景冰,伊景冰,0.0,2.0
3147,MLMD100214,中国近现代史纲要,王书吟,2.0,32.0
3148,JZSJ900622,创新创业实践IV,王志华,1.0,40.0
3149,LITE431010,中国古代文学史II,许浩然,3.0,48.0
3150,FINA340419,经济大数据分析,"李淑彪,周博,董志龙,王莹",2.5,48.0
3151,EELC200227,半导体物理与器件专题实验2,杨明超,0.5,24.0
3152,MATH542707,动力系统初步,祖建,2.0,32.0
3153,MACH403301,数控技术,姜歌东,3.0,56.0
3154,ARTS516010,古代碑帖选读,李颖,2.0,32.0
3155,FINA500251,金融风险管理Financial Risk Management,张国平,2.0,32.0
3156,PHYS565909,非线性光学,卫栋,2.0,32.0
3157,PUBH400241,卫生化学,"韩蓓,孔利云,祁菲菲,程悦",2.5,56.0
3158,PHYS406409,量子信息创新实验,"冯雪红,张沛,高宏,卫栋,王晨辉,王云龙,刘瑞丰",1.0,32.0
3159,LITE306121,HSK四级综合课,谈芳,10.0,160.0
3160,CHEM250309,医用有机化学实验,白艳红,1.5,48.0
3161,MACH403001,机械工程测试技术（英）,杨树明,2.5,48.0
3162,LITE232310,古代汉语,尚磊明,2.0,32.0
3163,LITE307421,基础医学汉语-2,戴艳茹,6.0,96.0
3164,ENPO421803,热质储能技术及应用实验,"孟婧,邢张梦",0.5,16.0
3165,PRAC410512,英语翻译实践,张敏,0.5,16.0
3166,PHYS280209,大学物理实验II,肖国宏,1.0,32.0
3167,MACH390901,工程制图,刘飞,2.0,32.0
3168,MLMD191014,形势与政策,李家胜,2.0,32.0
3169,PHYS282609,物理（民族预科）,方爱平,4.0,64.0
3170,FINA420719,中央银行学,景薇,2.0,32.0
3171,CHEM342209,物理化学Ⅰ-1,"赵翔,魏巍,李骁勇,王栋东",4.0,64.0
3172,BIOL310713,细胞生物学,丁岩,3.0,48.0
3173,ECND312619,宏观经济学Ⅱ,冯亚萍,2.0,32.0
3174,BASM305248,整合实验-Ⅱ,"周党侠,任淑婷,蒋小英,杨旭东,俞小瑞,孟凯,莫立平,孟列素,史小莲,雷莉,李冬民,王新凤,胡浩,张莉,孙颖,崔刚,赵长安,贺建宇,陈丽,王涛,陈妍珂,侯妮,赵凌宇,郑芳,武一,孙瑞芳,李海韵,徐晶,赵铭,张海峰",3.5,112.0
3175,INFT300127,信号与系统III,郑通兴,3.0,48.0
3176,PHYS281009,现代物理基础导论,赵迪,3.0,48.0
3177,CHEM250309,医用有机化学实验,王丽娟,1.5,48.0
3178,MLMD196614,马克思主义基本原理,李天姿,3.0,48.0
3179,INFT534005,微机原理及应用,"张国梅,张育",2.5,48.0
3180,LAWS404224,国际私法学（英）,郭剑萍,2.0,32.0
3181,CLIM401548,眼科学,"裴澄,吴昌睿,胡亚光,刘思伟,崔丽珺,雷剑琴,李晶明,魏婷,刘轩",1.5,32.0
3182,ECND000419,经济学专业导论,"李双燕,杨万平,乔志林,宋丽颖,马贵元,李聪,刘航,马草原",1.0,16.0
3183,ELEC327804,电工电子技术实验-1,"原晓楠,陈琪",0.5,16.0
3184,JZSJ900128,医学成像科学与应用,"赵永涛,雷铭,王兴,孔春才,杨健,杨爱民,穆廷魁,初大可,栗建兴,麻少辉",2.0,64.0
3185,EPRA300252,电工实习Ⅰ,"杨荣,赵军亚,毕文婷,夏禹,孙有为,李莉",1.0,32.0
3186,CHEM249809,大学化学,王婉秦,3.0,48.0
3187,ENPO341003,自动控制原理Ⅰ,"戴义平,朱光宇,王桂芳",2.5,52.0
3188,MLMD100214,中国近现代史纲要,郝一博,2.0,32.0
3189,JZSJ400130,氢储能系统设计-2,李印实,3.5,104.0
3190,JZSJ900822,创新创业实践I,王志华,4.0,160.0
3191,SOCL402110,中国社会学史,姜利标,2.0,32.0
3192,EARS502922,环境修复原理与技术II,"邱临静,吴一平",2.0,32.0
3193,MACH405901,智能成形技术,"苏文斌,方学伟,坚永鑫",3.0,56.0
3194,INFT534105,天线原理,"陈娟,陈晓明",2.0,32.0
3195,ENGL446412,英语写作-4,范晓晖,2.0,32.0
3196,ENGL534512,国际关系导论,赵葆珉,2.0,32.0
3197,PHYS200628,大学物理III（米理）,"王喆,娄晓杰",4.0,64.0
3198,LAWS900424,法律诊所,"苟学珍,张紫薇",1.0,32.0
3199,BASM312640,免疫学,"王军阳,周晓勃,史霖,张保军",2.5,50.0
3200,STOM403148,口腔病理学,"辛颖,齐红,张佳",2.5,56.0
3201,SOFT511211,计算机网络专题实验,张玉龙,1.0,32.0
3202,MECH311806,材料力学,伍晓红,3.5,56.0
3203,ENGL202112,商务英语,陈丽,2.0,32.0
3204,COMP402127,计算机系统导论,"单丹枫,李昊",4.0,64.0
3205,MACH000101,机械工程导论,李涤尘,1.0,16.0
3206,ENPO341203,工程热力学Ⅰ,陶于兵,3.5,64.0
3207,MATH201607,数学物理方程,刘庆芳,2.0,32.0
3208,AUTO543005,“运动控制系统”专题实验,刘源,1.0,32.0
3209,MAGT477008,生产计划与控制,刘雅,2.0,32.0
3210,ECND512919,行为经济学,"张蕾,乔志林",2.0,40.0
3211,MILI100554,国防教育,"刘玉青,徐宇春,王志朋",2.0,32.0
3212,ACAU520208,会计信息化,董南雁,1.0,16.0
3213,CENG523016,化工工艺学Ⅱ,"邓建强,曹峥",1.5,24.0
3214,JZSJ900822,创新创业实践I,岳焱超,4.0,160.0
3215,MLMD199314,习近平新时代中国特色社会主义思想概论,钟湘鸿,3.0,48.0
3216,MATH295407,高等代数与几何II-2,"贾惠莲,王亚婷",5.0,80.0
3217,MAGT474008,人因工程,刘树林,2.0,32.0
3218,CENG422516,化工分离过程,"李娜,黄哲庆",2.5,48.0
3219,LITE502221,中国古代文学,马春燕,2.0,32.0
3220,MACH000101,机械工程导论,朱永生,1.0,16.0
3221,NURS400447,老年护理学,"顾炜,张迎",1.5,24.0
3222,POLI102814,形策2025春（专题十：加快建设社会主义文化强国）冯亮,冯亮,0.0,2.0
3223,MPRA200452,金工实习Ⅰ,"栗茂林,李党超,加有维,张铭,邓天鑫,周耀成,曲滨,郁志浩,赵宁,徐峰,宋爱梅",2.0,64.0
3224,PHYS260309,大学物理III,任韧,4.0,64.0
3225,MLMD100214,中国近现代史纲要,马金玲,2.0,32.0
3226,MLMD196614,马克思主义基本原理,李超阳,3.0,48.0
3227,BIME413213,生物材料,"宗瑜瑾,马玉菲",3.0,48.0
3228,CHEM245009,分析化学,"吕东梅,孙源慧",5.0,96.0
3229,MLMD199314,习近平新时代中国特色社会主义思想概论,刘源,3.0,48.0
3230,ENGL446712,英国文学史及选读,曹兴潭,3.0,48.0
3231,ELEC527504,电器理论基础,"史宗谦,王宣东",2.5,48.0
3232,INSM000132,测控技术导论,"杨青,汤晓君",1.0,16.0
3233,MLMD100214,中国近现代史纲要,宋希斌,2.0,32.0
3234,PHYS281509,大学物理II-1,"蒋臣威,王玮",4.0,64.0
3235,LITE306821,综合医学汉语8,周程程,4.0,64.0
3236,LITE306221,口腔医学汉语4,张爱珍,4.0,64.0
3237,MAGT572708,工业品营销与营销渠道管理,"肖振鑫,刘静文",2.0,32.0
3238,POLI102614,形策2025春（专题六：当前我国社会思潮新趋势及其影响）高飞,高飞,0.0,2.0
3239,ACAU421108,MA管理会计（ACCA）,欧佩玉,3.0,48.0
3240,MLMD191014,形势与政策,李家胜,2.0,32.0
3241,COMP401427,强化学习,薛建儒,2.0,32.0
3242,INFT400227,信息物理融合能源系统,"管晓宏,刘烃,刘坤,胡建晨",2.0,32.0
3243,MLMD100214,中国近现代史纲要,何瑞,2.0,32.0
3244,FINA543219,投资学,范睿,2.0,32.0
3245,EELC523204,能源互联网规划,"王建学,吴雄",2.0,32.0
3246,NURS400548,急危重症护理学,"张银萍,顾炜",1.5,32.0
3247,MECH511906,塑性力学,尚福林,2.0,32.0
3248,CHEM249809,大学化学,"张雯,张莹",3.0,48.0
3249,ENGL531612,英美戏剧,KALAYCI HASAN HUSEYIN,2.0,32.0
3250,CLIM409348,病原与感染性疾病,"李海,司开卫,张旭,党双锁,杨瑗,张欣,何英利",3.0,64.0
3251,MATH413107,数值分析,马军,3.0,48.0
3252,POLI103214,形策2025春（专题三：当前我国社会思潮新趋势及其影响）伊景冰,伊景冰,0.0,2.0
3253,EELC530405,射频电路设计专题实验,田春明,1.0,32.0
3254,ELEC427404,人工智能技术导论,"曹晖,王超",2.0,32.0
3255,ENPO421203,汽轮机原理,"宋立明,郭振东,颜晓江",3.0,56.0
3256,CHEM246009,医用近代仪器分析,许昭,2.0,32.0
3257,MATL200102,工程材料基础,王继平,3.0,56.0
3258,ENGL533612,R语言数据处理,李阳萍,2.0,32.0
3259,BIME513013,物理治疗原理与设备,"张思远,王永波",2.0,32.0
3260,ELEC524504,新能源电力系统规划与运行,"刘俊,张小亮",2.0,40.0
3261,JZSJ902248,传染科生产实习,王渊,3.0,120.0
3262,MLMD100214,中国近现代史纲要,赵斌,2.0,32.0
3263,CLIM406348,毕业考试,张澍,0.0,0.0
3264,POLI103514,形策2025春（专题七：当前我国社会思潮新趋势及其影响）张楠,张楠,0.0,2.0
3265,MILI100554,国防教育,"李科,初阔林,张昊",2.0,32.0
3266,MECH311406,工程力学II,冯沛华,3.0,48.0
3267,CODE900104,基于PBL（Project-Based Learning）的科研训练,"宋政湘,胡飞虎,王建学,刘鹏,吕亮,寇鹏",8.0,224.0
3268,ECMT581219,客户关系管理,王维,2.0,32.0
3269,CHEM252309,储能化学基础实验-2,王耿,0.5,16.0
3270,GERM441812,德语欧标写作,何小超,2.0,32.0
3271,MAGT400418,组织行为学Ⅱ,"周忠良,陆姣,孙雪姗",2.0,32.0
3272,ENPO200203,热工基础Ⅰ,"杨富鑫,王学亮",2.5,44.0
3273,MLMD100214,中国近现代史纲要,李园园,2.0,32.0
3274,ECMT582419,人工智能概论,周博,2.0,40.0
3275,ENGL442712,美国文学史及选读-2,"杜丽霞,邹敏",2.0,32.0
3276,BIOL521413,生物制药技术,高美丽,2.0,32.0
3277,PHMA401042,工业药剂学,"李维凤,高阳,王珂,邢建峰",4.0,84.0
3278,ENPO420603,制冷与低温技术原理,"晏刚,白涛,蒲亮,马原,刘晔,张兴群,刘国强",3.0,52.0
3279,ENPO421303,汽车理论及构造,"汪映,王锡斌,黄勇成",3.0,48.0
3280,AASP504106,航空发动机结构动力学,徐自力,2.0,32.0
3281,CLIM400948,皮肤性病学,"任建文,李晓莉,王媛,夏育民,霍佳,王晓鹏,程传涛,曾维惠",1.5,32.0
3282,ENGL203712,沟通与文化交流,许明,2.0,32.0
3283,COMP200827,大学计算机 - 数据分析,仇国巍,3.0,52.0
3284,MLMD191014,形势与政策,李家胜,2.0,32.0
3285,CHEM250109,医用有机化学,焦佼,4.0,64.0
3286,BASM500248,结构生物学,"焦联营,范晓娇",2.5,48.0
3287,JAPN443312,日语视听说-4,孙莉,2.0,32.0
3288,ELEC423004,电气材料基础,徐曼,2.0,32.0
3289,EELC422204,数字电子技术与微处理器基础,"张国钢,胡飞虎",4.5,72.0
3290,CHEM341909,物理化学实验-1,岳岭,1.0,32.0
3291,LITE400120,外国新闻史,张窈,2.0,32.0
3292,CHEM451209,化学生物学基础,孙杨,2.0,32.0
3293,ENGL900512,模拟联合国实践,李莹,1.0,32.0
3294,MECH514806,疲劳与断裂,"卢同庆,王铁军",2.0,32.0
3295,AUTO401027,多智能体与人机混合智能,张雪涛,2.0,40.0
3296,SOFT511211,计算机网络专题实验,张玉龙,1.0,32.0
3297,PHMA500448,药物设计学,"李义平,毛帅",1.5,24.0
3298,PHMA303842,波谱解析,"朱宇红,张新新,张海龙",2.5,40.0
3299,STOM405748,口腔正畸学,"邹蕊,侯玉霞,郭昱成,王菲,王爽,乔虎,管丽敏,王丽颖,赵华翔,程姝丽,普盼君,邹薇,杨宇轩",2.5,56.0
3300,SOFT510711,机器学习导论,庞善民,2.0,32.0
3301,AUTO545605,无线传感器网络,姚向华,2.0,32.0
3302,ACAU421708,AA 审计与认证业务（ACCA）,李星,3.0,48.0
3303,BIOL421613,生物化学-2,"彭韵桦,龙建纲",3.0,48.0
3304,CLIM401848,医学影像学,"强永乾,杨健,金晨望,张明,丁宁宁,张静平,刘婷,荐志洁,王斐,李晨霞,孙亲利,王蓉,王亚蓉,牛刚,梁挺",3.0,72.0
3305,ENGL446112,综合英语：哲学,李莹,3.0,48.0
3306,MAGT481208,大数据统计与计量分析II,刘笑笑,2.0,32.0
3307,MLMD190814,形势与政策2（民族预科）,李家胜,2.0,32.0
3308,MLMD100214,中国近现代史纲要,马金玲,2.0,32.0
3309,INSM400232,误差理论与数据处理,李支康,2.0,32.0
3310,MLMD100214,中国近现代史纲要,何瑞,2.0,32.0
3311,CHEM301229,现代仪器分析,梁军艳,3.0,48.0
3312,CHEM250309,医用有机化学实验,李健军,1.5,48.0
3313,COMP000327,计算概论,"师斌,龚铁梁",2.0,32.0
3314,PHLS401410,美学,妥建清,3.0,48.0
3315,JZSJ400418,科研训练,石佳,1.0,32.0
3316,ENPO341003,自动控制原理Ⅰ,"王珍珍,王朝阳,王桂芳",2.5,52.0
3317,LITE306321,口腔医学汉语6,张爱珍,4.0,64.0
3318,PHED102650,体育２（民族预科）,高丹娜,0.5,32.0
3319,MATH295407,高等代数与几何II-2,"张伟娟,王慧",5.0,80.0
3320,INFT400427,信号与系统V,"黄健,廖学文,李昂",3.0,52.0
3321,EELC321804,模拟电子技术,"陈文洁,刘涛",4.0,64.0
3322,MATH342907,实变函数,尤波,4.0,64.0
3323,INFT400605,通信原理II,李锋,3.0,48.0
3324,CLIM403748,内科学Ⅰ,"杨拴盈,刘昀,和平,史红阳,杨侠,方萍,张德信,张洁,李维,付荣国,韩锦,陈钊,高洁,董鹏,张春虹,焦杨,王莉,李学义",3.5,72.0
3325,CLIM407348,心血管系统与疾病,"牟建军,张明娟,邓惠兴,王顺,张岩,刘进军,周筠,白玲,寇惠娟,孙颖,张卫萍,郭宁,邓捷,高登峰,范力宏,李勇新,陈涛,田红燕,王海晨,金晨望",3.5,68.0
3326,PHED900250,200米游泳,朱雪宇,0.0,16.0
3327,MLMD191014,形势与政策,李家胜,2.0,32.0
3328,LAWS302424,中国法律史,杜军强,2.0,32.0
3329,FRAN442412,综合法语III-2,寇媛媛,6.0,96.0
3330,ENPO421103,锅炉原理,"刘银河,牛艳青,张润霞",3.0,56.0
3331,SCTR530105,科研训练,刘乃豪,1.0,32.0
3332,POLI102214,形策2025春（专题九：加快建设教育强国）张丹,张丹,0.0,2.0
3333,MLMD199314,习近平新时代中国特色社会主义思想概论,陆淑敏,3.0,48.0
3334,MACH391501,机械设计基础Ⅱ,"张辉,史江海",3.0,56.0
3335,ENPO200203,热工基础Ⅰ,杨卫卫,2.5,44.0
3336,SOFT500527,机器学习技术综合训练,"庞善民,白秀秀",0.5,16.0
3337,JZSJ301422,设计实践6,马立,0.5,16.0
3338,BIOL522113,干细胞与再生医学,耿晶,2.0,32.0
3339,CLIM406848,呼吸系统与疾病,"李洋,陈天君,尚东,杨拴盈,和平,刘昀,杨侠,张洁,吴齐飞,方萍,张晋,牛刚,石志红,马跃峰,孙颖,史小莲,牛晨,史红阳,张明,石璞玉,谢新明,庞亚梅",3.5,68.0
3340,CLIM407448,女性生殖系统疾病,"吕淑兰,韩蓁,宗璐,李春芳,黄谱,宋青,王慰敏,邹余粮,杨新园,杨筱凤,童国庆,陈茜,尉春艳,段钊,高庆,顾中亮,吴晓玲",4.0,88.0
3341,MACH391401,机械设计基础Ⅰ,徐亮,4.0,72.0
3342,BIOL200913,生命科学基础I,"高琨,闫菡,赵越,亓树艳,孙书洪",3.0,56.0
3343,EELC324104,信号与系统,"王发强,沈瑶",2.0,36.0
3344,CENG422016,过程设备设计,"侯雄坡,魏进家,齐宝金",2.5,48.0
3345,FINA542919,量化投资技术与方法,"元向辉,李岩",2.0,32.0
